city_name,date,pm10
Dahanu,1/2/2012,65
Sangli,1/2/2012,71
Taloja,1/2/2012,105.3333
Raigad,1/2/2012,172.6667
Ulhasnagar,1/2/2012,126
Solapur,1/2/2012,92
Pune,1/2/2012,172.6667
Kalyan,1/2/2012,66
Nanded,1/2/2012,70
Nagpur,1/2/2012,90
Kolhapur,1/2/2012,62
Aurangabad,1/2/2012,83
Latur,1/2/2012,127
Navi Mumbai,1/2/2012,187
Nashik,1/2/2012,159
Chandrapur,1/2/2013,113.5
Pune,1/2/2013,107
Kalyan,1/2/2013,64
Nashik,1/2/2013,68.5
Mumbai,1/2/2013,138
Navi Mumbai,1/2/2013,175.6667
Nagpur,1/2/2013,67.5
Jalgaon,1/2/2013,148
Sangli,1/2/2013,145
Raigad,1/2/2013,107
Akola,1/2/2013,154
Thane,1/2/2013,103
Taloja,1/2/2013,123
Solapur,1/2/2013,123
Ulhasnagar,1/2/2013,80.5
Panvel,1/2/2013,99
Kolhapur,1/2/2013,174
Amravati,1/2/2013,122
Jalna,1/2/2013,104
Mumbai Metro,1/2/2013,111.881
Dahanu,1/2/2013,113.5
Latur,1/2/2013,126
Nanded,1/2/2013,36
Aurangabad,1/2/2013,85
Nagpur,1/2/2014,61
Mumbai Metro,1/2/2014,129.25
Solapur,1/2/2014,160
Mumbai,1/2/2014,219.5
Pune,1/2/2014,182
Navi Mumbai,1/2/2014,39
Raigad,1/20/2010,172
Sangli,1/20/2010,110
Mumbai,1/20/2010,321.5
Dahanu,1/20/2010,140
Jalna,1/20/2010,113
Navi Mumbai,1/20/2010,124
Kolhapur,1/20/2010,86
Nagpur,1/20/2010,119
Aurangabad,1/20/2010,73
Thane,1/20/2010,47
Panvel,1/20/2010,94
Chandrapur,1/20/2010,140
Mumbai Metro,1/20/2010,145.1
Jalgaon,1/20/2010,133
Nashik,1/20/2010,122.5
Ulhasnagar,1/20/2010,139
Pune,1/20/2010,172
Amravati,1/20/2010,142
Nagpur,1/20/2011,53.5
Nashik,1/20/2011,129
Jalgaon,1/20/2011,157
Navi Mumbai,1/20/2011,183.6667
Thane,1/20/2011,56
Raigad,1/20/2011,176.6667
Amravati,1/20/2011,99
Aurangabad,1/20/2011,76
Taloja,1/20/2011,193.6667
Sangli,1/20/2011,133
Solapur,1/20/2011,149
Mumbai,1/20/2011,205
Chandrapur,1/20/2011,198.75
Lote,1/20/2011,217
Akola,1/20/2011,150
Pune,1/20/2011,176.6667
Kolhapur,1/20/2011,62
Badlapur,1/20/2011,98
Dahanu,1/20/2011,198.75
Mumbai Metro,1/20/2011,147.2667
Latur,1/20/2012,144
Solapur,1/20/2012,127.5
Aurangabad,1/20/2012,117
Taloja,1/20/2012,130.3333
Kolhapur,1/20/2012,146
Nanded,1/20/2012,47
Pune,1/20/2012,153.3333
Navi Mumbai,1/20/2012,157.5
Lote,1/20/2012,51
Akola,1/20/2012,166
Sangli,1/20/2012,62
Nashik,1/20/2012,111.5
Raigad,1/20/2012,153.3333
Nagpur,1/20/2012,116
Mumbai Metro,1/20/2012,108.3667
Bhiwandi,1/20/2012,70
Thane,1/20/2012,63
Jalna,1/20/2012,181
Jalgaon,1/20/2012,130
Mumbai,1/20/2012,121
Amravati,1/20/2012,101
Dahanu,1/20/2013,212
Pune,1/20/2013,173.3333
Bhiwandi,1/20/2013,62
Taloja,1/20/2013,123
Sangli,1/20/2013,117
Nagpur,1/20/2013,70
Solapur,1/20/2013,123
Navi Mumbai,1/20/2013,128
Mumbai,1/20/2013,224
Raigad,1/20/2013,173.3333
Mumbai Metro,1/20/2013,134.25
Chandrapur,1/20/2013,212
Nashik,1/21/2010,135
Kolhapur,1/21/2010,54
Jalna,1/21/2010,74
Jalgaon,1/21/2010,148
Dahanu,1/21/2010,182.25
Pune,1/21/2010,183.6667
Aurangabad,1/21/2010,68
Taloja,1/21/2010,331
Thane,1/21/2010,47
Chandrapur,1/21/2010,182.25
Navi Mumbai,1/21/2010,126.6667
Mumbai Metro,1/21/2010,201.7917
Mumbai,1/21/2010,302.5
Amravati,1/21/2010,86
Nagpur,1/21/2010,121.5
Sangli,1/21/2010,124
Raigad,1/21/2010,183.6667
Sangli,1/21/2011,139
Navi Mumbai,1/21/2011,201.6667
Nagpur,1/21/2011,43
Kolhapur,1/21/2011,106
Lote,1/21/2011,158
Nashik,1/21/2011,159
Pune,1/21/2011,186
Thane,1/21/2011,56
Akola,1/21/2011,160
Mumbai,1/21/2011,238
Latur,1/21/2011,136
Taloja,1/21/2011,177.3333
Aurangabad,1/21/2011,145
Solapur,1/21/2011,149
Mumbai Metro,1/21/2011,168.25
Jalgaon,1/21/2011,125
Raigad,1/21/2011,186
Akola,1/21/2012,168
Kolhapur,1/21/2012,126
Nanded,1/21/2012,46
Latur,1/21/2012,99
Chandrapur,1/21/2012,47
Panvel,1/21/2012,153
Jalgaon,1/21/2012,121
Mumbai,1/21/2012,235
Aurangabad,1/21/2012,97
Pune,1/21/2012,162.6667
Raigad,1/21/2012,162.6667
Dahanu,1/21/2012,47
Amravati,1/21/2012,109
Kalyan,1/21/2012,70
Nashik,1/21/2012,138
Sangli,1/21/2012,102
Nagpur,1/21/2012,117.5
Navi Mumbai,1/21/2012,176
Mumbai Metro,1/21/2012,148
Thane,1/21/2012,53
Lote,1/21/2012,33
Taloja,1/21/2012,201
Solapur,1/21/2012,201
Kolhapur,1/21/2013,73
Raigad,1/21/2013,176
Latur,1/21/2013,160
Nanded,1/21/2013,111
Jalgaon,1/21/2013,116
Pune,1/21/2013,176
Sangli,1/21/2013,124
Solapur,1/21/2013,96.5
Nagpur,1/21/2013,65
Amravati,1/21/2013,73
Taloja,1/21/2013,122.3333
Mumbai,1/21/2013,222
Aurangabad,1/21/2013,86
Navi Mumbai,1/21/2013,155.5
Nashik,1/21/2013,66
Akola,1/21/2013,141
Mumbai Metro,1/21/2013,140.3667
Kalyan,1/21/2013,66
Thane,1/21/2013,136
Sangli,1/22/2010,77
Pune,1/22/2010,166
Kolhapur,1/22/2010,99
Jalgaon,1/22/2010,127
Aurangabad,1/22/2010,141
Dahanu,1/22/2010,152.5
Nashik,1/22/2010,137.5
Amravati,1/22/2010,108
Navi Mumbai,1/22/2010,205
Thane,1/22/2010,52
Akola,1/22/2010,121
Raigad,1/22/2010,166
Mumbai Metro,1/22/2010,178.375
Latur,1/22/2010,54
Taloja,1/22/2010,137
Chandrapur,1/22/2010,152.5
Nagpur,1/22/2010,132
Jalna,1/22/2010,84
Mumbai,1/22/2010,319.5
Solapur,1/22/2011,203
Nagpur,1/22/2011,55
Mumbai Metro,1/22/2011,184.1333
Nashik,1/22/2011,114
Panvel,1/22/2011,254
Raigad,1/22/2011,238
Navi Mumbai,1/22/2011,191.6667
Sangli,1/22/2011,116
Taloja,1/22/2011,203
Pune,1/22/2011,238
Chandrapur,1/22/2011,142
Latur,1/22/2011,106
Jalgaon,1/22/2011,131
Dahanu,1/22/2011,142
Amravati,1/22/2011,169
Aurangabad,1/22/2011,104
Thane,1/22/2011,53
Kolhapur,1/22/2011,100
Akola,1/22/2011,162
Mumbai,1/22/2011,219
Solapur,1/22/2012,165
Mumbai Metro,1/22/2012,139.9167
Ulhasnagar,1/22/2012,171
Dahanu,1/22/2012,139
Mumbai,1/22/2012,121.5
Navi Mumbai,1/22/2012,256
Thane,1/22/2012,57
Raigad,1/22/2012,126
Kalyan,1/22/2012,69
Pune,1/22/2012,126
Sangli,1/22/2012,52
Chandrapur,1/22/2012,139
Taloja,1/22/2012,165
Navi Mumbai,1/22/2013,134
Nanded,1/22/2013,110
Amravati,1/22/2013,92
Pune,1/22/2013,129.3333
Thane,1/22/2013,144
Jalna,1/22/2013,190
Solapur,1/22/2013,100
Latur,1/22/2013,127
Mumbai,1/22/2013,216.5
Kolhapur,1/22/2013,222
Kalyan,1/22/2013,65
Akola,1/22/2013,131
Taloja,1/22/2013,156
Nagpur,1/22/2013,78.5
Aurangabad,1/22/2013,95
Raigad,1/22/2013,129.3333
Nashik,1/22/2013,95
Mumbai Metro,1/22/2013,143.1
Jalgaon,1/22/2013,99
Dahanu,1/22/2013,167.6667
Chandrapur,1/22/2013,167.6667
Kolhapur,1/23/2010,85
Jalgaon,1/23/2010,135
Sangli,1/23/2010,112
Navi Mumbai,1/23/2010,215
Panvel,1/23/2010,96
Nagpur,1/23/2010,113
Amravati,1/23/2010,161
Mumbai,1/23/2010,262
Chandrapur,1/23/2010,112
Nashik,1/23/2010,117.5
Aurangabad,1/23/2010,201
Mumbai Metro,1/23/2010,191
Akola,1/23/2010,112
Raigad,1/23/2010,176.5
Dahanu,1/23/2010,112
Latur,1/23/2010,65
Pune,1/23/2010,176.5
Solapur,1/23/2011,200
Taloja,1/23/2011,200
Sangli,1/23/2011,126
Thane,1/23/2011,55
Pune,1/23/2011,224.3333
Ulhasnagar,1/23/2011,150
Raigad,1/23/2011,224.3333
Navi Mumbai,1/23/2011,217
Mumbai Metro,1/23/2011,158.8
Mumbai,1/23/2011,172
Pune,1/23/2012,136
Sangli,1/23/2012,82
Akola,1/23/2012,136
Mumbai Metro,1/23/2012,143.9167
Nanded,1/23/2012,62
Dahanu,1/23/2012,78.5
Raigad,1/23/2012,136
Kolhapur,1/23/2012,67
Ulhasnagar,1/23/2012,116
Latur,1/23/2012,173
Aurangabad,1/23/2012,78
Jalgaon,1/23/2012,116
Solapur,1/23/2012,130
Amravati,1/23/2012,74
Chandrapur,1/23/2012,78.5
Taloja,1/23/2012,117
Nagpur,1/23/2012,62.5
Mumbai,1/23/2012,171
Nashik,1/23/2012,231
Navi Mumbai,1/23/2012,171.6667
Nagpur,1/23/2013,102
Chandrapur,1/23/2013,69
Mumbai Metro,1/23/2013,172.4722
Bhiwandi,1/23/2013,66
Sangli,1/23/2013,162
Panvel,1/23/2013,209
Nashik,1/23/2013,107
Thane,1/23/2013,114
Nanded,1/23/2013,36
Amravati,1/23/2013,97
Taloja,1/23/2013,127
Mumbai,1/23/2013,242.5
Dahanu,1/23/2013,69
Akola,1/23/2013,120
Raigad,1/23/2013,178.3333
Navi Mumbai,1/23/2013,276.3333
Solapur,1/23/2013,127
Jalna,1/23/2013,168
Jalgaon,1/23/2013,166
Aurangabad,1/23/2013,90
Kolhapur,1/23/2013,190
Latur,1/23/2013,213
Pune,1/23/2013,178.3333
Pune,1/24/2010,202
Raigad,1/24/2010,202
Sangli,1/24/2010,86
Mumbai,1/24/2010,281
Ulhasnagar,1/24/2010,164
Navi Mumbai,1/24/2010,264
Thane,1/24/2010,51
Mumbai Metro,1/24/2010,190
Ulhasnagar,1/24/2011,119
Akola,1/24/2011,132
Pune,1/24/2011,202.3333
Mumbai,1/24/2011,232.5
Amravati,1/24/2011,86
Latur,1/24/2011,195
Kolhapur,1/24/2011,56
Mumbai Metro,1/24/2011,191.125
Taloja,1/24/2011,218.3333
Chandrapur,1/24/2011,156
Dahanu,1/24/2011,156
Navi Mumbai,1/24/2011,194.6667
Raigad,1/24/2011,202.3333
Solapur,1/24/2011,158
Sangli,1/24/2011,100
Nagpur,1/24/2011,37
Aurangabad,1/24/2011,107
Nashik,1/24/2011,129
Chandrapur,1/24/2012,131.6667
Akola,1/24/2012,118
Raigad,1/24/2012,122.5
Thane,1/24/2012,59
Mumbai Metro,1/24/2012,129.6944
Aurangabad,1/24/2012,95
Jalna,1/24/2012,134
Bhiwandi,1/24/2012,41
Latur,1/24/2012,172
Taloja,1/24/2012,141.3333
Badlapur,1/24/2012,157
Amravati,1/24/2012,96
Lote,1/24/2012,19
Nashik,1/24/2012,185.5
Pune,1/24/2012,122.5
Nanded,1/24/2012,60
Navi Mumbai,1/24/2012,161.3333
Mumbai,1/24/2012,218.5
Jalgaon,1/24/2012,121
Kolhapur,1/24/2012,147
Dahanu,1/24/2012,131.6667
Nagpur,1/24/2012,52.5
Solapur,1/24/2012,125
Jalgaon,1/24/2013,224
Thane,1/24/2013,106
Taloja,1/24/2013,138.6667
Nanded,1/24/2013,35
Kolhapur,1/24/2013,76
Mumbai,1/24/2013,230
Aurangabad,1/24/2013,90
Sangli,1/24/2013,132
Raigad,1/24/2013,152
Akola,1/24/2013,136
Latur,1/24/2013,159
Mumbai Metro,1/24/2013,146.4667
Jalna,1/24/2013,140
Pune,1/24/2013,152
Bhiwandi,1/24/2013,66
Amravati,1/24/2013,68
Dahanu,1/24/2013,207
Nashik,1/24/2013,115.5
Solapur,1/24/2013,94.5
Chandrapur,1/24/2013,207
Navi Mumbai,1/24/2013,191.6667
Taloja,1/25/2010,181
Jalgaon,1/25/2010,122
Chandrapur,1/25/2010,291
Navi Mumbai,1/25/2010,159.3333
Kolhapur,1/25/2010,53
Sangli,1/25/2010,74
Aurangabad,1/25/2010,116
Akola,1/25/2010,89
Amravati,1/25/2010,76
Nashik,1/25/2010,148.5
Dahanu,1/25/2010,291
Pune,1/25/2010,187.3333
Nagpur,1/25/2010,117
Mumbai,1/25/2010,280
Solapur,1/25/2010,63
Raigad,1/25/2010,187.3333
Ulhasnagar,1/25/2010,92
Latur,1/25/2010,152
Mumbai Metro,1/25/2010,178.0833
Thane,1/25/2011,55
Mumbai,1/25/2011,281.5
Navi Mumbai,1/25/2011,166.6667
Dahanu,1/25/2011,210
Nagpur,1/25/2011,89.5
Latur,1/25/2011,203
Taloja,1/25/2011,150.3333
Lote,1/25/2011,180
Solapur,1/25/2011,156.5
Pune,1/25/2011,186
Raigad,1/25/2011,186
Aurangabad,1/25/2011,82
Mumbai Metro,1/25/2011,156.9
Nashik,1/25/2011,109
Jalna,1/25/2011,251
Badlapur,1/25/2011,131
Akola,1/25/2011,133
Chandrapur,1/25/2011,210
Kolhapur,1/25/2011,104
Solapur,1/25/2012,172
Raigad,1/25/2012,160
Dahanu,1/25/2012,161
Latur,1/25/2012,190
Mumbai,1/25/2012,145
Amravati,1/25/2012,107
Ulhasnagar,1/25/2012,127.5
Chandrapur,1/25/2012,161
Sangli,1/25/2012,134
Bhiwandi,1/25/2012,50
Mumbai Metro,1/25/2012,137.9286
Nagpur,1/25/2012,55
Navi Mumbai,1/25/2012,157
Pune,1/25/2012,160
Nashik,1/25/2012,157.5
Thane,1/25/2012,56
Taloja,1/25/2012,172
Aurangabad,1/25/2012,97
Akola,1/25/2012,131
Lote,1/25/2012,50
Nanded,1/25/2012,26
Jalgaon,1/25/2012,152
Panvel,1/25/2012,258
Jalna,1/25/2012,128
Kolhapur,1/25/2012,131
Chandrapur,1/25/2013,103
Kolhapur,1/25/2013,232
Nanded,1/25/2013,63
Thane,1/25/2013,163
Nashik,1/25/2013,118
Dahanu,1/25/2013,103
Raigad,1/25/2013,150
Mumbai,1/25/2013,220
Amravati,1/25/2013,91
Akola,1/25/2013,157
Solapur,1/25/2013,100.5
Aurangabad,1/25/2013,106
Mumbai Metro,1/25/2013,171.8333
Navi Mumbai,1/25/2013,150
Latur,1/25/2013,112
Nagpur,1/25/2013,61.5
Taloja,1/25/2013,154.3333
Jalna,1/25/2013,104
Sangli,1/25/2013,113
Pune,1/25/2013,150
Amravati,1/26/2010,138
Pune,1/26/2010,147
Kolhapur,1/26/2010,94
Jalna,1/26/2010,158
Chandrapur,1/26/2010,231.5
Dahanu,1/26/2010,231.5
Aurangabad,1/26/2010,94
Raigad,1/26/2010,147
Navi Mumbai,1/26/2010,172.5
Solapur,1/26/2010,128
Mumbai,1/26/2010,194
Taloja,1/26/2010,128
Mumbai Metro,1/26/2010,164.8333
Jalgaon,1/26/2010,120
Akola,1/26/2010,100
Raigad,1/26/2011,177.6667
Lote,1/26/2011,269
Akola,1/26/2011,151
Ulhasnagar,1/26/2011,158
Aurangabad,1/26/2011,124
Kolhapur,1/26/2011,92
Navi Mumbai,1/26/2011,139.5
Mumbai,1/26/2011,229
Sangli,1/26/2011,158
Nagpur,1/26/2011,54
Thane,1/26/2011,55
Solapur,1/26/2011,138
Jalna,1/26/2011,174
Taloja,1/26/2011,138
Pune,1/26/2011,177.6667
Jalgaon,1/26/2011,160
Mumbai Metro,1/26/2011,143.9
Latur,1/26/2011,140
Raigad,1/26/2012,121
Solapur,1/26/2012,120.5
Mumbai,1/26/2012,145
Badlapur,1/26/2012,135
Jalgaon,1/26/2012,155
Nanded,1/26/2012,27
Akola,1/26/2012,131
Taloja,1/26/2012,120.5
Kolhapur,1/26/2012,64
Aurangabad,1/26/2012,94
Sangli,1/26/2012,98
Nagpur,1/26/2012,64.5
Latur,1/26/2012,140
Chandrapur,1/26/2012,154.5
Mumbai Metro,1/26/2012,133.5
Jalna,1/26/2012,110
Pune,1/26/2012,121
Dahanu,1/26/2012,154.5
Amravati,1/26/2013,111
Navi Mumbai,1/26/2013,72
Chandrapur,1/26/2013,224
Mumbai,1/26/2013,164
Nagpur,1/26/2013,49
Taloja,1/26/2013,117
Nanded,1/26/2013,62
Solapur,1/26/2013,117
Mumbai Metro,1/26/2013,117.6667
Raigad,1/26/2013,201
Aurangabad,1/26/2013,110
Kolhapur,1/26/2013,208
Sangli,1/26/2013,151
Dahanu,1/26/2013,224
Latur,1/26/2013,132
Pune,1/26/2013,201
Akola,1/26/2013,159
Amravati,1/27/2010,154
Panvel,1/27/2010,144
Nagpur,1/27/2010,149
Mumbai,1/27/2010,282.5
Ulhasnagar,1/27/2010,135.5
Latur,1/27/2010,177
Pune,1/27/2010,200
Navi Mumbai,1/27/2010,173
Nashik,1/27/2010,136.5
Jalgaon,1/27/2010,142
Dahanu,1/27/2010,214
Raigad,1/27/2010,200
Jalna,1/27/2010,123
Mumbai Metro,1/27/2010,183.75
Kolhapur,1/27/2010,85
Sangli,1/27/2010,112
Aurangabad,1/27/2010,109
Chandrapur,1/27/2010,214
Solapur,1/27/2011,104
Sangli,1/27/2011,172
Jalgaon,1/27/2011,144
Kolhapur,1/27/2011,60
Amravati,1/27/2011,77
Mumbai,1/27/2011,259
Taloja,1/27/2011,154
Pune,1/27/2011,169
Chandrapur,1/27/2011,201
Thane,1/27/2011,53
Jalna,1/27/2011,168
Nashik,1/27/2011,159
Dahanu,1/27/2011,201
Aurangabad,1/27/2011,300
Raigad,1/27/2011,169
Nagpur,1/27/2011,77
Navi Mumbai,1/27/2011,168.6667
Akola,1/27/2011,153
Badlapur,1/27/2011,150
Mumbai Metro,1/27/2011,156.9333
Navi Mumbai,1/27/2012,174.5
Kolhapur,1/27/2012,149
Pune,1/27/2012,135
Akola,1/27/2012,146
Nanded,1/27/2012,46
Nagpur,1/27/2012,62.5
Taloja,1/27/2012,141
Aurangabad,1/27/2012,107
Jalna,1/27/2012,102
Bhiwandi,1/27/2012,67
Mumbai Metro,1/27/2012,137
Raigad,1/27/2012,135
Amravati,1/27/2012,93
Sangli,1/27/2012,82
Latur,1/27/2012,137
Nashik,1/27/2012,134
Jalgaon,1/27/2012,137
Thane,1/27/2012,56
Solapur,1/27/2012,114
Lote,1/27/2012,67
Mumbai,1/27/2012,246.5
Thane,1/27/2013,169
Mumbai Metro,1/27/2013,122.8
Pune,1/27/2013,172.3333
Sangli,1/27/2013,128
Raigad,1/27/2013,172.3333
Navi Mumbai,1/27/2013,66
Bhiwandi,1/27/2013,64
Solapur,1/27/2013,109
Mumbai,1/27/2013,206
Nagpur,1/27/2013,75
Taloja,1/27/2013,109
Amravati,1/28/2010,73
Jalgaon,1/28/2010,188
Kolhapur,1/28/2010,54
Navi Mumbai,1/28/2010,164.6667
Pune,1/28/2010,201
Mumbai Metro,1/28/2010,135.4167
Jalna,1/28/2010,91
Chandrapur,1/28/2010,154.8
Solapur,1/28/2010,52
Taloja,1/28/2010,99
Nagpur,1/28/2010,88.5
Dahanu,1/28/2010,154.8
Mumbai,1/28/2010,231
Sangli,1/28/2010,129
Aurangabad,1/28/2010,99
Raigad,1/28/2010,201
Thane,1/28/2010,47
Nashik,1/28/2010,151.5
Lote,1/28/2011,212
Pune,1/28/2011,188.3333
Navi Mumbai,1/28/2011,196.6667
Mumbai,1/28/2011,274
Taloja,1/28/2011,155.6667
Kolhapur,1/28/2011,108
Nashik,1/28/2011,132.5
Jalgaon,1/28/2011,136
Mumbai Metro,1/28/2011,169.8333
Sangli,1/28/2011,106
Solapur,1/28/2011,116
Chandrapur,1/28/2011,135
Raigad,1/28/2011,188.3333
Akola,1/28/2011,163
Jalna,1/28/2011,116
Latur,1/28/2011,117
Aurangabad,1/28/2011,230
Thane,1/28/2011,53
Dahanu,1/28/2011,135
Nagpur,1/28/2011,126
Raigad,1/28/2012,161.5
Lote,1/28/2012,50
Solapur,1/28/2012,159
Akola,1/28/2012,148
Latur,1/28/2012,286
Taloja,1/28/2012,159
Jalgaon,1/28/2012,130
Nashik,1/28/2012,122
Mumbai,1/28/2012,148
Kolhapur,1/28/2012,134
Panvel,1/28/2012,196
Chandrapur,1/28/2012,58
Navi Mumbai,1/28/2012,152
Nagpur,1/28/2012,90.5
Dahanu,1/28/2012,58
Pune,1/28/2012,161.5
Aurangabad,1/28/2012,93
Sangli,1/28/2012,138
Nanded,1/28/2012,43
Mumbai Metro,1/28/2012,128
Bhiwandi,1/28/2012,62
Thane,1/28/2012,51
Amravati,1/28/2012,113
Akola,1/28/2013,135
Latur,1/28/2013,212
Amravati,1/28/2013,83
Thane,1/28/2013,165
Nashik,1/28/2013,92
Navi Mumbai,1/28/2013,150.6667
Aurangabad,1/28/2013,100
Mumbai Metro,1/28/2013,140.6667
Nagpur,1/28/2013,37
Sangli,1/28/2013,121
Chandrapur,1/28/2013,393
Taloja,1/28/2013,91.66666
Mumbai,1/28/2013,233
Solapur,1/28/2013,97
Pune,1/28/2013,141
Nanded,1/28/2013,111
Bhiwandi,1/28/2013,63
Dahanu,1/28/2013,393
Kolhapur,1/28/2013,79
Raigad,1/28/2013,141
Jalgaon,1/28/2013,107
Solapur,1/29/2010,85
Pune,1/29/2010,183
Mumbai Metro,1/29/2010,154.25
Navi Mumbai,1/29/2010,198
Thane,1/29/2010,49
Jalna,1/29/2010,85
Sangli,1/29/2010,69
Jalgaon,1/29/2010,138
Latur,1/29/2010,62
Taloja,1/29/2010,85
Nagpur,1/29/2010,150
Raigad,1/29/2010,183
Aurangabad,1/29/2010,156
Amravati,1/29/2010,136
Mumbai,1/29/2010,285
Nashik,1/29/2010,194
Kolhapur,1/29/2010,94
Akola,1/29/2010,123
Pune,1/29/2011,189
Mumbai,1/29/2011,230
Latur,1/29/2011,128
Nagpur,1/29/2011,56
Raigad,1/29/2011,189
Lote,1/29/2011,163
Kolhapur,1/29/2011,94
Akola,1/29/2011,164
Aurangabad,1/29/2011,131
Solapur,1/29/2011,195
Chandrapur,1/29/2011,182
Dahanu,1/29/2011,182
Sangli,1/29/2011,137
Taloja,1/29/2011,195
Amravati,1/29/2011,136
Mumbai Metro,1/29/2011,219.4167
Jalgaon,1/29/2011,131
Panvel,1/29/2011,297
Nashik,1/29/2011,121
Navi Mumbai,1/29/2011,155.6667
Dahanu,1/29/2012,116
Sangli,1/29/2012,116
Pune,1/29/2012,150
Raigad,1/29/2012,150
Nashik,1/29/2012,130
Chandrapur,1/29/2012,116
Navi Mumbai,1/29/2012,133
Mumbai Metro,1/29/2012,117.6667
Taloja,1/29/2012,131
Ulhasnagar,1/29/2012,158
Solapur,1/29/2012,131
Thane,1/29/2012,58
Kalyan,1/29/2012,69
Mumbai,1/29/2012,157
Taloja,1/29/2013,141.6667
Solapur,1/29/2013,105.5
Kalyan,1/29/2013,66
Thane,1/29/2013,152
Mumbai Metro,1/29/2013,127.6
Mumbai,1/29/2013,174
Jalgaon,1/29/2013,192
Navi Mumbai,1/29/2013,104.3333
Kolhapur,1/29/2013,240
Chandrapur,1/29/2013,70
Raigad,1/29/2013,138.5
Jalna,1/29/2013,243
Pune,1/29/2013,138.5
Nashik,1/29/2013,90
Amravati,1/29/2013,100
Nanded,1/29/2013,111
Akola,1/29/2013,137
Dahanu,1/29/2013,70
Aurangabad,1/29/2013,92
Latur,1/29/2013,137
Nagpur,1/29/2013,56
Nashik,1/3/2010,143
Pune,1/3/2010,168
Sangli,1/3/2010,98
Mumbai,1/3/2010,257.5
Dahanu,1/3/2010,166
Mumbai Metro,1/3/2010,168.6667
Thane,1/3/2010,51
Chandrapur,1/3/2010,166
Raigad,1/3/2010,168
Navi Mumbai,1/3/2010,197.5
Akola,1/3/2011,128
Nashik,1/3/2011,87.5
Navi Mumbai,1/3/2011,225
Chandrapur,1/3/2011,121
Nagpur,1/3/2011,86.5
Dahanu,1/3/2011,121
Amravati,1/3/2011,99
Aurangabad,1/3/2011,103
Mumbai,1/3/2011,198.5
Kolhapur,1/3/2011,57
Badlapur,1/3/2011,112
Raigad,1/3/2011,198.6667
Jalgaon,1/3/2011,142
Ulhasnagar,1/3/2011,118
Solapur,1/3/2011,35
Pune,1/3/2011,198.6667
Taloja,1/3/2011,106.3333
Sangli,1/3/2011,76
Latur,1/3/2011,164
Mumbai Metro,1/3/2011,151.9667
Thane,1/3/2012,58
Solapur,1/3/2012,101.5
Pune,1/3/2012,156
Kolhapur,1/3/2012,136
Badlapur,1/3/2012,154
Latur,1/3/2012,153
Jalna,1/3/2012,131
Aurangabad,1/3/2012,86
Mumbai,1/3/2012,153
Chandrapur,1/3/2012,123.25
Mumbai Metro,1/3/2012,127.6111
Nashik,1/3/2012,157
Akola,1/3/2012,113
Jalgaon,1/3/2012,109
Navi Mumbai,1/3/2012,224
Raigad,1/3/2012,156
Nagpur,1/3/2012,50
Taloja,1/3/2012,134.6667
Amravati,1/3/2012,105
Dahanu,1/3/2012,123.25
Bhiwandi,1/3/2012,42
Nanded,1/3/2012,70
Navi Mumbai,1/3/2013,172
Solapur,1/3/2013,98.5
Nagpur,1/3/2013,118
Akola,1/3/2013,156
Sangli,1/3/2013,117
Ambernath,1/3/2013,146
Mumbai,1/3/2013,155
Latur,1/3/2013,169
Jalgaon,1/3/2013,158
Dahanu,1/3/2013,192
Bhiwandi,1/3/2013,65
Kolhapur,1/3/2013,75
Amravati,1/3/2013,74
Chandrapur,1/3/2013,192
Taloja,1/3/2013,93
Mumbai Metro,1/3/2013,118.8571
Jalna,1/3/2013,180
Aurangabad,1/3/2013,81
Badlapur,1/3/2013,75
Nanded,1/3/2013,34
Raigad,1/3/2013,137.3333
Pune,1/3/2013,137.3333
Thane,1/3/2013,126
Nashik,1/3/2013,90
Navi Mumbai,1/3/2014,39
Solapur,1/3/2014,71
Mumbai Metro,1/3/2014,97.25
Mumbai,1/3/2014,155.5
Pune,1/3/2014,195
Panvel,1/30/2010,121
Kolhapur,1/30/2010,88
Amravati,1/30/2010,180
Raigad,1/30/2010,207.5
Nashik,1/30/2010,153
Mumbai Metro,1/30/2010,147.6667
Dahanu,1/30/2010,269.5
Navi Mumbai,1/30/2010,168.6667
Aurangabad,1/30/2010,157
Jalgaon,1/30/2010,140
Nagpur,1/30/2010,99.5
Sangli,1/30/2010,89
Thane,1/30/2010,50
Pune,1/30/2010,207.5
Chandrapur,1/30/2010,269.5
Mumbai,1/30/2010,251
Latur,1/30/2010,67
Akola,1/30/2010,128
Mumbai Metro,1/30/2011,146
Navi Mumbai,1/30/2011,165.5
Mumbai,1/30/2011,207.5
Dahanu,1/30/2011,173
Raigad,1/30/2011,188.5
Sangli,1/30/2011,125
Thane,1/30/2011,56
Solapur,1/30/2011,158
Taloja,1/30/2011,158
Pune,1/30/2011,188.5
Ulhasnagar,1/30/2011,143
Chandrapur,1/30/2011,173
Amravati,1/30/2012,82
Akola,1/30/2012,110
Pune,1/30/2012,157.6667
Jalgaon,1/30/2012,114
Solapur,1/30/2012,121
Dahanu,1/30/2012,56
Ulhasnagar,1/30/2012,119
Nashik,1/30/2012,138
Sangli,1/30/2012,78
Navi Mumbai,1/30/2012,186.6667
Mumbai Metro,1/30/2012,143.0333
Mumbai,1/30/2012,182.5
Raigad,1/30/2012,157.6667
